date,category,ad,loc,floor,age,rooms,gross,price
17-09-2024,Daire,Üçkuyular Meydanda Geniş 2+1 Daire,İzmir / Buca / Kozağaç Mah.,2. Kat,10 Yaşında,2 + 1,120 m²,28.000
02-10-2024,Daire,Sahibinden Buca Üniversite Yakını Ara Kat Doğalgaz Sıfır 1+1,İzmir / Buca / Yaylacık Mah.,2. Kat,Sıfır Bina,1 + 1,65 m²,18.000
09-09-2024,Residence,Bucada Kiralık Eşyalı Havuzlu 1+0,İzmir / Buca / Kuruçeşme Mah.,2. Kat,5 Yaşında,Stüdyo,25 m²,17.250
27-09-2024,Daire,Yeşilbağlar Mah. Memura Eşyalı&Eşyasız Kiralık 2+1 Daire,İzmir / Buca / Yeşilbağlar Mah.,4. Kat,26 Yaşında,2 + 1,105 m²,15.500
04-10-2024,Daire,Kampüs Karşısı 2+0 Yeni Eşyalı Kiralık Daire,İzmir / Buca / Atatürk Mah.,2. Kat,4 Yaşında,2 + 0,50 m²,18.000
02-10-2024,Daire,Buca Yıldız 1+1 45 M2 Doğalgazlı Kiralık Daire,İzmir / Buca / Yıldız Mah.,Zemin,5 Yaşında,1 + 1,45 m²,12.000
03-10-2024,Daire,Parisa'Dan Kampüs Karşısı D.Gazlı Klimalı Asansörlü Eşyalı 3+1,İzmir / Buca / Atatürk Mah.,4. Kat,26 Yaşında,3 + 1,135 m²,25.000
09-09-2024,Daire,Güneş'Ten 160m2 3+1 Şirinyer İzban Karşısı Kiralık,İzmir / Buca / İnkılap Mah.,2. Kat,16 Yaşında,3 + 1,160 m²,36.000
01-10-2024,Daire,Nato Yakını- Buca Akıncılar Da 3+1 Kiralık Daire,İzmir / Buca / Akıncılar Mah.,2. Kat,31 Yaşında,3 + 1,104 m²,17.000
18-09-2024,Daire,Buca'Da Siteiçi Doğalgazlı Arakat Otoparklı 3 Balkonlu Geniş 3+1 Kiralık Daire Esnafoğlu'Ndan...,İzmir / Buca / Atatürk Mah.,5. Kat,16 Yaşında,3 + 1,180 m²,26.000
07-10-2024,Daire,Buca Ssk Karşısında 3+1 İçi Yapılı Çift Cephe D.Gazlı Balkonlu Satılık Daire,İzmir / Buca / Vali Rahmi Bey Mah.,3. Kat,20 Yaşında,3 + 1,120 m²,19.000
14-07-2024,Daire,Üniversitelere Alışveriş Merkezlerine Cafelerin Sokağında 1+1 Yeni Bina,İzmir / Buca / Vali Rahmi Bey Mah.,En Üst Kat,Sıfır Bina,1 + 1,83 m²,22.000
05-10-2024,Daire,Buca Hasanağa Parkına Yürüme Mesafesinde 2+0 Eşyalı Kiralık Daire,İzmir / Buca / Adatepe Mah.,Ara Kat,8 Yaşında,2 + 1,55 m²,18.000
22-07-2024,Daire,3+1 Doğalgazlı Bahçeli Balkonlu Çift Cepheli Daire,İzmir / Buca / Şirinkapı Mah.,Yüksek Giriş,5 Yaşında,3 + 1,120 m²,22.000
06-09-2024,Residence,Buca Hasan Ağa Bahçesi Günlük Kiralık,İzmir / Buca / Adatepe Mah.,En Üst Kat,5 Yaşında,3 + 1,80 m²,350
09-09-2024,Daire,"2+1, İzban Yakını Kiralık Daire",İzmir / Buca / İnkılap Mah.,En Üst Kat,30 Yaşında,2 + 1,100 m²,13.000
06-09-2024,Daire,Era Niva'Dan Buca Menderes Mahallesinde Kiralık Daire,İzmir / Buca / Menderes Mah.,1. Kat,21 Yaşında,3 + 1,125 m²,25.000
03-09-2024,Daire,Buca-İnönü Mh.De Kiralık 3+1 Dubleks Büyük Teraslı Daire,İzmir / Buca / İnönü Mah.,3. Kat,1 Yaşında,3 + 1,180 m²,30.000
16-08-2024,Daire,Has Cetınlerden Kıralık 2+1dogalgazlı Arakat Daıre,İzmir / Buca / Göksu Mah.,2. Kat,11 Yaşında,2 + 1,95 m²,15.000
04-08-2024,Daire,Arga'Dan Hasanağa Bahçesi Yanı Eşyalı 1+1 Kiralık Daire.,İzmir / Buca / Adatepe Mah.,Yüksek Giriş,6 Yaşında,1 + 1,45 m²,15.000
28-09-2024,Daire,Buca Kuruçeşme Kadın Doğum Yakını Kiralik 1+1 Kıssasını Düzenli Ödeyecek Kişilere Verilecektir,İzmir / Buca / Kuruçeşme Mah.,Bahçe Katı,8 Yaşında,1 + 1,50 m²,10.000
14-08-2024,Daire,Tınaztepe Hastanesi Yanı Üni. Karşısı Fırsat 1+1,İzmir / Buca / Kuruçeşme Mah.,1. Kat,Sıfır Bina,1 + 1,55 m²,11.500
09-09-2024,Daire,Güneş Emlak'Tan Üniversite Yakını Full Eşyalı 1+1 Kiralık Daire,İzmir / Buca / Adatepe Mah.,2. Kat,5 Yaşında,1 + 1,45 m²,14.000
30-09-2024,Daire,Marka’Dan 1+1 Eşyalı Klimalı Kiralık Daire,İzmir / Buca / Atatürk Mah.,Ara Kat,8 Yaşında,1 + 1,50 m²,13.500
27-09-2024,Daire,Üniversite Karşısı Ara Kat Full Eşyalı 1+1,İzmir / Buca / Atatürk Mah.,3. Kat,4 Yaşında,1 + 1,45 m²,15.000
07-10-2024,Daire,Buca İşçievleri Barış Mh. 2+1 80m2 Doğalgazlı Kiralık Arakat Daire,İzmir / Buca / Barış Mah.,1. Kat,25 Yaşında,2 + 1,80 m²,18.000
01-10-2024,Daire,Buca Atatürk Mahallesinde Fulleşyalı Kiralık Arakat 1+1 Daire,İzmir / Buca / Atatürk Mah.,Ara Kat,4 Yaşında,1 + 1,45 m²,14.000
03-10-2024,Daire,"Parisa""Dan Tınaztepe Kampüs Ve Hasanağa Parkına Yakın Eşyalı 1+1",İzmir / Buca / Atatürk Mah.,2. Kat,7 Yaşında,1 + 1,55 m²,14.000
08-10-2024,Daire,Buca Belediyesi Yakını Menderes Caddesi Üzeri Kiralık 2+1 Daire,İzmir / Buca / Vali Rahmi Bey Mah.,En Üst Kat,41 Yaşında,2 + 1,97 m²,17.000
30-09-2024,Daire,Buca Seyfi Demirsoy Hast. Yanı 2+1 Açık Mutfak Balkonlu D.Gazlı Klimalı Geniş Kiralık Daire,İzmir / Buca / Kozağaç Mah.,1. Kat,8 Yaşında,2 + 1,95 m²,21.000
29-09-2024,Daire,Ref'Den Kampüs Karşısı Eşyalı Kiralik 1+1 Daire,İzmir / Buca / Kuruçeşme Mah.,Bahçe Katı,4 Yaşında,1 + 1,55 m²,14.000
03-09-2024,Daire,Buca-İnönü Mh.De Kiralık 4+1 Dubleks Büyük Teraslı Daire,İzmir / Buca / İnönü Mah.,3. Kat,1 Yaşında,4 + 1,180 m²,30.000
11-09-2024,Daire,Turpa Ayel Yapıda 2+1 Kiralık,İzmir / Buca / Çamlıkule Mah.,Ara Kat,15 Yaşında,2 + 1,150 m²,18.000
27-08-2024,Daire,Yaylacıkda 3+1 Eşyalı Kiralık Daire,İzmir / Buca / Yaylacık Mah.,2. Kat,21 Yaşında,3 + 1,130 m²,23.000
02-08-2024,Daire,Buca Da Eşyalı Kiralık 1+1 Daire,İzmir / Buca / Kozağaç Mah.,Zemin,5 Yaşında,1 + 1,45 m²,15.500
18-09-2024,Daire,Nezih Site İçi ''3+1'' Otoparklı - Çocuk Parklı Kiralık Daire,İzmir / Buca / Atatürk Mah.,8. Kat,15 Yaşında,3 + 1,120 m²,23.000
09-09-2024,Daire,Güneş Emlaktan 2+1 80m D.Gazlı Asansör Otopark Balkon Sıfır Lüks,İzmir / Buca / Akıncılar Mah.,2. Kat,Sıfır Bina,2 + 1,80 m²,21.500
15-09-2024,Daire,Marka'Dan Hasanağa Bahçesi'Nin Yanında 1+1 Klimalı Kiralık Dair,İzmir / Buca / Adatepe Mah.,2. Kat,4 Yaşında,1 + 1,55 m²,12.000
27-09-2024,Daire,Üniversite Yakını Full Eşyalı 1+1,İzmir / Buca / Atatürk Mah.,2. Kat,4 Yaşında,1 + 1,45 m²,15.000
10-09-2024,Daire,Kampüse Yürüme Mesafesinde Geniş Balkonlu Eşyalı 2+1,İzmir / Buca / Kuruçeşme Mah.,2. Kat,5 Yaşında,2 + 1,55 m²,20.000
25-09-2024,Daire,Buca Ada Emlaktan Dumlupınar Mh. 1+1 Mh Kiralık Daire,İzmir / Buca / Dumlupınar Mah.,2. Kat,4 Yaşında,1 + 1,70 m²,14.000
25-09-2024,Daire,Buca Yeşilbağlar' Da 2+1 Kiralık Daire,İzmir / Buca / Yeşilbağlar Mah.,Zemin,25 Yaşında,2 + 1,100 m²,15.000
22-08-2024,Daire,Buca Adatepe Mh. 2+1 Amerikan Mutfak Klimalı Kiralık Daire,İzmir / Buca / Buca OSB Mah.,2. Kat,15 Yaşında,2 + 1,85 m²,13.000
20-09-2024,Daire,Bucanın Merkezinde Menderes Mah 2+1 A.Mutfak Sıfır Kiralık Daire,İzmir / Buca / Menderes Mah.,2. Kat,Sıfır Bina,2 + 1,80 m²,20.000
01-10-2024,Daire,Şirinyer İzban Dibinde 3+1 Açık Mutfak Y.Giriş Bahçeli D.Gazlı Kiralık Lüks Daire,İzmir / Buca / İnkılap Mah.,Yüksek Giriş,5 Yaşında,3 + 1,135 m²,26.000
02-09-2024,Daire,Buca-İnönü De Kiralık Dubleks 4+1daire,İzmir / Buca / İnönü Mah.,3. Kat,Sıfır Bina,4 + 1,180 m²,30.000
26-09-2024,Daire,Goldia Yapıdan İbf Yakını Temiz Eşyalı Kiralık,İzmir / Buca / Adatepe Mah.,Ara Kat,13 Yaşında,1 + 1,56 m²,16.000
12-08-2024,Daire,Oyak Buca 1 Etap Konutları Kiralık 3+1 Bahçe Katı,İzmir / Buca / Aydoğdu Mah.,Giriş Katı,3 Yaşında,3 + 1,178 m²,45.000
12-09-2024,Daire,Safir'Den Eşyasız Doğalgazlı Kiralık 2+1 Daire,İzmir / Buca / Mustafa Kemal Mah.,2. Kat,5 Yaşında,2 + 1,95 m²,18.000
01-10-2024,Daire,Ava Emlak'Tan 9 Eylül Hukuk Fak. Yürüme Mesafesinde 2+1 Daire,İzmir / Buca / Adatepe Mah.,Giriş Katı,8 Yaşında,2 + 1,60 m²,15.500
15-09-2024,Daire,Marka'Dan Tınaztepe Kampüs Karşısı Doğal Gazlı Klimalı Kiralık D,İzmir / Buca / Kuruçeşme Mah.,2. Kat,4 Yaşında,1 + 1,55 m²,17.000
06-09-2024,Daire,One House Gayrimenkul Den Kiralık Daire,İzmir / Buca / Adatepe Mah.,Ara Kat,5 Yaşında,1 + 1,65 m²,14.000
27-09-2024,Daire,Üniversite Yakını Ara Kat Asansörlü Full Eşyalı 1+1,İzmir / Buca / Kuruçeşme Mah.,1. Kat,4 Yaşında,1 + 1,55 m²,17.000
26-09-2024,Daire,Buca Yenigün'De Kaymakamlık Halk Eğitim Karşısı 3+1 120 M2 Arakat Balkonlu Kiralık Daire,İzmir / Buca / Yenigün Mah.,2. Kat,15 Yaşında,3 + 1,125 m²,14.000
26-08-2024,Daire,Hasanağa Parkina Yurume Mesafesinde Yaylacikda 3+1 Esyali Daire,İzmir / Buca / Yaylacık Mah.,2. Kat,23 Yaşında,3 + 1,130 m²,23.000
02-09-2024,Daire,Akıncılar Mah. 3+1 Full Eşyalı Arakat Kiralık Daire,İzmir / Buca / Akıncılar Mah.,2. Kat,30 Yaşında,3 + 1,110 m²,24.000
01-10-2024,Daire,Buca Menderes Caddesi Üzerinde 3+1 Arakat Dogalgazlı Balkonlu Daire,İzmir / Buca / Barış Mah.,Ara Kat,25 Yaşında,3 + 11,125 m²,20.000
02-09-2024,Daire,Buca-İnönü Mh.De Kiralık 3+1 Dubleks Büyük Teraslı Daire,İzmir / Buca / İnönü Mah.,Ara Kat,1 Yaşında,3 + 1,150 m²,30.000
09-09-2024,Daire,Güneş Emlaktan 1+1 40m Dgazlı Asansör G.Kameralı Bina Lüks Daire,İzmir / Buca / Yaylacık Mah.,4. Kat,3 Yaşında,1 + 1,40 m²,14.000
25-08-2024,Daire,Kız Öğrencisine Kiralık,İzmir / Buca / Menderes Mah.,Ara Kat,10 Yaşında,2 + 1,95 m²,20.000
12-09-2024,Daire,Safir'Den Kiralık 2+1 Doğal Gazlı Kapalı&Muftak&Sıfır Bina,İzmir / Buca / Yıldız Mah.,2. Kat,Sıfır Bina,2 + 1,95 m²,20.000
12-08-2024,Daire,Sıfır Binada Otoparklı Kiralık Daire,İzmir / Buca / Ufuk Mah.,1. Kat,Sıfır Bina,2 + 1,90 m²,15.000
18-09-2024,Daire,Adatepe 2+1 Eşyalı Kiralık Daire,İzmir / Buca / Adatepe Mah.,1. Kat,12 Yaşında,2 + 1,75 m²,20.000
15-09-2024,Daire,Marka'Dan Anacadde Kampüs Yakını Eşyalı Doğal Gazlı Kiralık Dair,İzmir / Buca / Yaylacık Mah.,2. Kat,4 Yaşında,1 + 1,55 m²,12.500
10-08-2024,Daire,Kozağaç Mah.Sıfır Doğalgazlı Bayan Öğrenciye Kiralık 1+1 Daire,İzmir / Buca / Kozağaç Mah.,2. Kat,3 Yaşında,1 + 1,70 m²,13.000
02-10-2024,Daire,Adatepe Mh 2+1 Eşyalı Daire,İzmir / Buca / Adatepe Mah.,Giriş Katı,15 Yaşında,2 + 1,65 m²,16.000
13-09-2024,Daire,Üniversite Yakını Ara Kat Asansörlü Full Eşyalı 1+1,İzmir / Buca / Kuruçeşme Mah.,Ara Kat,4 Yaşında,1 + 1,50 m²,17.000
19-09-2024,Residence,Ultra Lüks Kiralık Evler,İzmir / Buca / Adatepe Mah.,3. Kat,2 Yaşında,2 + 1,70 m²,300
30-08-2024,Daire,Turpa Ayel Yapıda 2+1 Kiralık,İzmir / Buca / Çamlıkule Mah.,Çatı Katı,10 Yaşında,2 + 1,70 m²,25.000
02-09-2024,Daire,"Efeler Mah.58 M2 Full Eşyalı, Bahçeli 1+1 Kiralık Daire",İzmir / Buca / Efeler Mah.,Kot 1,10 Yaşında,1 + 1,65 m²,17.000
23-08-2024,Daire,Ava Emlak'Tan Şirinyer'De 3+1 145 M2 Asansörlü Geniş Daire,İzmir / Buca / Yiğitler Mah.,3. Kat,10 Yaşında,3 + 1,145 m²,30.000
07-10-2024,Daire,Buca Tınaztepe Ahmet Yesevi Kız Yurdu Yanı 1+1 Full Eşyalı Klimalı Bahçeli Lüx Kiralık Daire,İzmir / Buca / Kuruçeşme Mah.,Giriş Katı,5 Yaşında,1 + 1,55 m²,14.000
12-09-2024,Daire,Marka'Dan Anacadde&Kampüs Yakını Doğal Gazlı Eşyalı Kiralık Dair,İzmir / Buca / Kuruçeşme Mah.,2. Kat,4 Yaşında,1 + 1,55 m²,15.000
10-09-2024,Daire,Buca Hastane Yakını Eşyalı Geniş Çift Balkonlu 1+1,İzmir / Buca / Yıldız Mah.,3. Kat,4 Yaşında,1 + 1,55 m²,19.000
22-09-2024,Daire,Menderes Caddesine Yakın Doğalgazlı 1+0,İzmir / Buca / Menderes Mah.,Yüksek Giriş,10 Yaşında,Stüdyo,40 m²,12.000
03-09-2024,Daire,Akıncılar Mah.Full Tadilatlı Site İçinde Arakat 3+1kiralık Daire,İzmir / Buca / Akıncılar Mah.,9. Kat,17 Yaşında,3 + 1,135 m²,27.000
04-10-2024,Daire,Atatürk Mh'De Fakülteler Yakını '1+1' Eşyalı Kiralık Daire,İzmir / Buca / Atatürk Mah.,Yüksek Giriş,5 Yaşında,1 + 1,60 m²,13.750
16-09-2024,Daire,Buca Üniversitelere Yakın 1+1 Eşyalı Bayan Öğrenciye Uygun Kiralık Daire,İzmir / Buca / Adatepe Mah.,En Üst Kat,5 Yaşında,1 + 1,50 m²,15.000
02-10-2024,Daire,Buca Belediyesi Yanında Sadece Öğrenciye Kiralık 3+1 Arakat Kısmi Eşyalı Daire,İzmir / Buca / Vali Rahmi Bey Mah.,3. Kat,20 Yaşında,3 + 1,130 m²,19.000
12-08-2024,Daire,Ref’Den Doğuş Cad’De D.Gazlı Balkonlu 145m2 Kiralık 3+1,İzmir / Buca / Kuruçeşme Mah.,2. Kat,16 Yaşında,3 + 1,155 m²,20.000
09-09-2024,Daire,Ev Arkadaşı Arıyorum.,İzmir / Buca / Yıldız Mah.,Giriş Katı,10 Yaşında,1 + 1,70 m²,4.500
19-09-2024,Daire,Tınaztepe Hastahanesi Yakını Günlük Lüks Daireler,İzmir / Buca / Adatepe Mah.,Ara Kat,3 Yaşında,2 + 1,60 m²,200
26-09-2024,Daire,Viraj Emlak Kiralık 3+1 125m Ara Kat Şirinyer İzban Civarı,İzmir / Buca / Hürriyet Mah.,3. Kat,20 Yaşında,3 + 1,125 m²,22.000
10-09-2024,Daire,Atatürk Mah. 1+0 Stüdyo Faturalar Kiraya Dahil Eşyalı Daire,İzmir / Buca / Yıldız Mah.,2. Kat,1 Yaşında,Stüdyo,40 m²,15.000
15-09-2024,Daire,Ada Emlaktan Kiralık 2+1 Eşyalı Doğalgazlı Klimalı Daire,İzmir / Buca / Adatepe Mah.,2. Kat,5 Yaşında,2 + 1,75 m²,20.000
02-09-2024,Daire,İscievlerinde 3+1 Sıfır Kiralik Daire,İzmir / Buca / Dicle Mah.,Giriş Katı,Sıfır Bina,3 + 1,130 m²,28.000
03-10-2024,Daire,Arga'Dan Buca Çevik Bir Yakını 3+1 Eşyalı D.Gazlı Kiralık Daire.,İzmir / Buca / Yenigün Mah.,Ara Kat,25 Yaşında,3 + 1,125 m²,23.000
09-10-2024,Daire,Marka'Dan Merkezi Konumda Eşyalı D.Gazlı Kiralık Daire,İzmir / Buca / Atatürk Mah.,Yüksek Giriş,4 Yaşında,1 + 1,55 m²,16.000
02-09-2024,Daire,1+1 Eşyalı Kurucesme Kiralık Daire,İzmir / Buca / Kuruçeşme Mah.,2. Kat,15 Yaşında,1 + 1,45 m²,15.000
05-09-2024,Daire,Buca- Seyfi Demirsoy Hastanesi Yanı Kiralık 3+1 Eşyalı Daire,İzmir / Buca / Efeler Mah.,4. Kat,26 Yaşında,3 + 1,120 m²,26.000
03-08-2024,Daire,Ref'Den Site İçerisinde Arakat D.Gazlı Klimalı Geniş 3+1 Kiralık Daire,İzmir / Buca / Buca Koop. Mah.,3. Kat,20 Yaşında,3 + 1,135 m²,20.000
26-09-2024,Daire,Yaylacık Mahallesinde 1+1 55 M2 Balkonlu Doğalgazlı Eşyalı Kiralık Ev,İzmir / Buca / Yaylacık Mah.,Ara Kat,7 Yaşında,1 + 1,60 m²,19.000
03-10-2024,Daire,Tınaztepe Kampüs Yakını 1+1 Full Eşyalı Klimalı Lüx Daire,İzmir / Buca / Kuruçeşme Mah.,1. Kat,5 Yaşında,1 + 1,45 m²,16.000
08-08-2024,Daire,Günlük Kiralık Daire 1+1 Full Eşyalı Duru Butik Otel,İzmir / Buca / Mustafa Kemal Mah.,Ara Kat,3 Yaşında,1 + 1,100 m²,300
26-09-2024,Daire,Viraj Emlak My Via Site İçinde Havuzlu Eşyalı Kiralık Buca,İzmir / Buca / Atatürk Mah.,Yüksek Giriş,7 Yaşında,1 + 1,50 m²,16.000
09-09-2024,Daire,Kuruçeşme Mah. Fakülte Yakını 55 M2 Bahçeli 1+1 Kiralık Daire...,İzmir / Buca / Adatepe Mah.,Bahçe Katı,6 Yaşında,1 + 1,55 m²,15.000
03-09-2024,Daire,Nato Kavşağında Asansörlü Otoparklı Balkonlu Doğalgazlı 2+1,İzmir / Buca / İnkılap Mah.,Yüksek Giriş,7 Yaşında,2 + 1,90 m²,18.000
15-09-2024,Daire,Buca Ada Emlak'Tan Atatürk Mh.Kiralık Site İçi 3+1 Dgzlı Daire,İzmir / Buca / Adatepe Mah.,2. Kat,16 Yaşında,3 + 1,140 m²,18.000
10-09-2024,Daire,Tınaztepe Kampüs Karşısı Eşyasız Kiralık 2+1 Daire,İzmir / Buca / Kuruçeşme Mah.,1. Kat,16 Yaşında,2 + 1,80 m²,17.000
12-09-2024,Daire,Safir'Den Atatürk Mahallesinde 2+1 Eşyasız Doğalgazlı Kiralık,İzmir / Buca / Atatürk Mah.,2. Kat,4 Yaşında,2 + 1,70 m²,15.000
09-10-2024,Daire,Öğrenciye Eşyalı Kiralık 3+1,İzmir / Buca / Atatürk Mah.,7. Kat,11 Yaşında,3 + 1,130 m²,30.000
19-08-2024,Daire,Buca Fırat Mahallesinde Fidanlık Yakını Bahçeli//Doğalgazlı// Emekli Karı Kocaya//2+1 Daire,İzmir / Buca / Fırat Mah.,Yüksek Giriş,25 Yaşında,2 + 1,120 m²,16.000
28-09-2024,Daire,Kuruçeşme Mahallesinde Asem Loft Kiralık Eşyalı 1+1,İzmir / Buca / Kuruçeşme Mah.,6. Kat,4 Yaşında,1 + 1,55 m²,13.500
06-09-2024,Daire,Buca Adatepede 15 Bin Tl Kiralik Daire,İzmir / Buca / Adatepe Mah.,6. Kat,8 Yaşında,2 + 1,75 m²,15.000
04-09-2024,Daire,Yaylacık Mahallesinde 1+1 65 M2 Balkonlu Doğalgazlı Eşyalı Kiralık Ev,İzmir / Buca / Şirinkapı Mah.,Ara Kat,7 Yaşında,1 + 1,65 m²,19.000
26-09-2024,Daire,Çevikbir Meydan Buca Ssk Hastane Yanı Merkezi Konum 3+1 D.Gazlı Kiralık Lüks Daireler,İzmir / Buca / Kozağaç Mah.,3. Kat,10 Yaşında,3 + 1,130 m²,25.000
10-10-2024,Daire,Er Yapı Emlak Ofisi 3+1 T.Kampüse 3dk Site İçi Otopark Asansörlü,İzmir / Buca / Atatürk Mah.,8. Kat,16 Yaşında,3 + 1,140 m²,24.000
17-09-2024,Daire,Buca Kuruçeşme Meydan'Da Full Eşyalı Yüksek Giriş,İzmir / Buca / Kuruçeşme Mah.,Yüksek Giriş,1 Yaşında,1 + 1,55 m²,16.000
07-08-2024,Daire,Sahibinden 1+1 Full Eşyalı Doğalgazlı Daire,İzmir / Buca / Kuruçeşme Mah.,2. Kat,5 Yaşında,1 + 1,55 m²,19.000
10-09-2024,Daire,Deü İibf Yakını Arakat Full Eşyalı 1+1 Kiralık Daire,İzmir / Buca / Adatepe Mah.,2. Kat,5 Yaşında,1 + 1,50 m²,14.500
07-09-2024,Daire,Güneş Emlak'Tan 2+1 110 M2 D.Gazlı K.Mutfak Cadde Üzeri Önü Açık Sıfır Ayarında Lüks Daire,İzmir / Buca / İnkılap Mah.,3. Kat,10 Yaşında,2 + 1,120 m²,21.500
09-10-2024,Daire,Buca Hasanağa Bahçesine Yürüme Mesafesinde 1+1 Esyali Kiralık Daire,İzmir / Buca / Adatepe Mah.,En Üst Kat,8 Yaşında,1 + 1,50 m²,17.000
15-09-2024,Daire,"Ada Emlaktan Buca Atatürk Mah.Kiralık 2+1 Eşyalı , Dgz, Daire",İzmir / Buca / Atatürk Mah.,2. Kat,5 Yaşında,2 + 1,85 m²,24.000
07-10-2024,Daire,Kampüse Yürüme Mesafesinde 1+1 Temiz Daire,İzmir / Buca / Atatürk Mah.,2. Kat,3 Yaşında,1 + 1,55 m²,14.500
07-09-2024,Daire,Güneş Emlak'Tan Şirinyer İzban Yanı 3+1 135 M2 D.Gazlı Y. Giriş Bahçeli Yeni Lüks Daire,İzmir / Buca / İnkılap Mah.,Yüksek Giriş,9 Yaşında,3 + 1,135 m²,24.000
14-08-2024,Daire,Üniversite Karşısı Muhteşem Konumda 140 M2 3+1 Kiralık Daire,İzmir / Buca / Atatürk Mah.,2. Kat,11 Yaşında,3 + 1,154 m²,30.000
