date,category,ad,loc,floor,age,rooms,gross,price
02-10-2024,Daire,Eroğlu Gayrimenkulden 1+1,İzmir / Buca / Kuruçeşme Mah.,3. Kat,8 Yaşında,1 + 1,65 m²,15.000
26-09-2024,Daire,Buca Adatepe Mh. Sahibinden Kiralik 1+1 Esyali Daire,İzmir / Buca / Adatepe Mah.,Ara Kat,5 Yaşında,1 + 1,50 m²,19.000
02-10-2024,Daire,Marka'Dan Üçkuyular Meydanda Asansörlü Yeni Binada D.Gazlı 1+1,İzmir / Buca / Atatürk Mah.,2. Kat,Sıfır Bina,1 + 1,55 m²,20.000
03-10-2024,Daire,Buca Yıldız'Da Üni Yakını 1+1 Doğalgazlı Full Eşyalı Boyalı Klimalı Lüx Kiralık Daire,İzmir / Buca / Yıldız Mah.,2. Kat,4 Yaşında,1 + 1,55 m²,16.500
25-09-2024,Daire,Buca Yeşilbağlar'Da 1+1 Ayrı Mutfaklı Kiralık Daire,İzmir / Buca / Yeşilbağlar Mah.,Zemin,20 Yaşında,1 + 1,85 m²,12.000
17-08-2024,Daire,Buca Kuruçeşme Mh. 1+1 Doğalgazlı Asansörlü Full Eşyalı Kiralık Daire,İzmir / Buca / Kuruçeşme Mah.,1. Kat,7 Yaşında,1 + 1,50 m²,16.000
10-10-2024,Daire,Er Yapı Emlak Ofisinden T.Tepe Kampüs Karşısı D.Gazlı Klimalı,İzmir / Buca / Kuruçeşme Mah.,2. Kat,5 Yaşında,2 + 1,65 m²,21.000
07-09-2024,Daire,Güneş'Ten Evka 1 Cumhuriyet Mh. De 3+1 130m2,İzmir / Buca / Cumhuriyet Mah.,En Üst Kat,21 Yaşında,3 + 1,130 m²,20.000
10-09-2024,Daire,Kuruçeşme'De Full Eşyalı Kiralık 1+1 Daire,İzmir / Buca / Kuruçeşme Mah.,Yüksek Giriş,5 Yaşında,1 + 1,55 m²,16.000
02-10-2024,Daire,Marka'Dan Merkezi Konumda 1+1 Kiralık Daire,İzmir / Buca / Kozağaç Mah.,2. Kat,4 Yaşında,1 + 1,55 m²,15.000
07-09-2024,Daire,Depozitosuz Şirinyer Metro 200m 3+1 120m Balkon 2 Cephe Arakat,İzmir / Buca / İnkılap Mah.,3. Kat,9 Yaşında,3 + 1,120 m²,28.500
29-09-2024,Daire,Ref'Den Kampüs Karşısı Geniş D.Gazlı Kiralık 1+1 Daire,İzmir / Buca / Kuruçeşme Mah.,2. Kat,4 Yaşında,1 + 1,55 m²,17.500
11-08-2024,Daire,İzmir Buca Atatürk Mah. Doğalgazlı Eşyalı Kiralık 1+1 Daire,İzmir / Buca / Atatürk Mah.,2. Kat,4 Yaşında,1 + 1,61 m²,16.500
10-09-2024,Daire,Kuruçeşme'De Eşyalı 1+1 Kiralık Daire,İzmir / Buca / Kuruçeşme Mah.,Ara Kat,6 Yaşında,1 + 1,50 m²,15.750
04-09-2024,Daire,Efeler Mahallesi Eşyalı Daire,İzmir / Buca / Efeler Mah.,Kot 1,3 Yaşında,1 + 1,70 m²,25.000
21-09-2024,Daire,Buca Şirinyer İzban İstasyonu Arkası 3+1 140m2 Doğalgazlı Daire,İzmir / Buca / İnkılap Mah.,2. Kat,25 Yaşında,3 + 1,140 m²,22.000
10-10-2024,Daire,Er Yapı Emlak Ofisinden 2+1 Klimalı T.Tepe Kampüs Yakını,İzmir / Buca / Adatepe Mah.,1. Kat,5 Yaşında,2 + 1,60 m²,20.000
13-08-2024,Daire,Kiralık 3+1 140m D.Gazlı Önü Açık Daire Barış Mah Kız Kulesi Buca,İzmir / Buca / Barış Mah.,En Üst Kat,20 Yaşında,3 + 1,150 m²,21.000
11-09-2024,Daire,Turpa Ayel Yapıda 1+1 Kiralık,İzmir / Buca / Çamlıkule Mah.,Ara Kat,10 Yaşında,1 + 1,50 m²,17.500
28-08-2024,Daire,Buca İnönü Mh. 2+1 85m2 Doğalgazlı Arakat E.Banyolu Daire,İzmir / Buca / İnönü Mah.,3. Kat,10 Yaşında,2 + 1,85 m²,15.500
02-10-2024,Daire,Marka’Dan Eşyalı 1+1 Klimalı Kiralık Daire,İzmir / Buca / Atatürk Mah.,Giriş Katı,4 Yaşında,1 + 1,55 m²,13.000
12-08-2024,Daire,Ay Gayrimenkul'Den Buca Da 1+1 Sıfır Daire,İzmir / Buca / Kuruçeşme Mah.,1. Kat,Sıfır Bina,1 + 1,60 m²,16.000
06-09-2024,Daire,Adatepe Dokuzçeşmelerde 1+1 Eşyalı Daire,İzmir / Buca / Adatepe Mah.,1. Kat,7 Yaşında,1 + 1,60 m²,15.500
07-10-2024,Daire,Buca Oyak 1. Etap Konutlarında Kiralık 3+1 Bahçe Katı,İzmir / Buca / Aydoğdu Mah.,Bahçe Katı,5 Yaşında,3 + 1,177 m²,42.000
08-08-2024,Daire,Nirvana Gayrimenkul'Den 2+1 Kiralık Daire,İzmir / Buca / Yıldız Mah.,Giriş Katı,30 Yaşında,2 + 1,80 m²,12.000
07-10-2024,Daire,Üniversiteye Ve Hasanağa Parkına Yürüme Mesafesinde,İzmir / Buca / Yıldız Mah.,2. Kat,1 Yaşında,1 + 1,57 m²,17.500
21-09-2024,Daire,Er Yapı Emlak Ofisinden Hasanağa Bahçesi Ve İibf Civarı 2+1,İzmir / Buca / Yaylacık Mah.,2. Kat,5 Yaşında,2 + 1,65 m²,18.000
27-08-2024,Daire,Viraj Emlak Müstakil Ev 2+1 110m Bahçeli Belenbaşı Buca,İzmir / Buca / Belenbaşı Mah.,2. Kat,5 Yaşında,2 + 1,115 m²,17.000
20-08-2024,Daire,Ref'Den Mükemmel Konumda Merkezi Konum D.Gaz+balkon Kiralık 3+1,İzmir / Buca / Kuruçeşme Mah.,2. Kat,5 Yaşında,3 + 1,120 m²,21.500
12-08-2024,Daire,***Ay Gayrimenkulden Buca Şirinkapıda 3+1 Bakımlı Daire ***,İzmir / Buca / Şirinkapı Mah.,Yüksek Giriş,5 Yaşında,3 + 1,150 m²,24.000
24-08-2024,Daire,İzmir Buca Kuruçeşme,İzmir / Buca / Kuruçeşme Mah.,Yüksek Giriş,5 Yaşında,1 + 1,55 m²,15.000
12-08-2024,Daire,Nirvana Gayrimenkul'Den Üniversiteye Yakın 3+1 Doğalgazlı Kapalı Mutfak Daire,İzmir / Buca / Atatürk Mah.,Kot 1,15 Yaşında,3 + 1,150 m²,17.000
18-07-2024,Daire,Üniversiteye Yürüme Mesafesinde 2+0 Bahçeli Ferah Daire,İzmir / Buca / Adatepe Mah.,Giriş Katı,4 Yaşında,2 + 0,80 m²,14.000
08-09-2024,Daire,Turpa Ayel Yapıda Dan 2+1,İzmir / Buca / Çamlıkule Mah.,Yüksek Giriş,15 Yaşında,2 + 1,90 m²,14.000
08-08-2024,Daire,Nirvana Gayrimenkul'Den Üniversite Yakını 2+1 Eşyalı Daire,İzmir / Buca / Atatürk Mah.,Zemin,7 Yaşında,2 + 1,70 m²,14.000
07-10-2024,Daire,İzmir Buca Kuruçeşmede Site İçerisinde Açık Otoparklı 1+1 Eşyalı Daire,İzmir / Buca / Kuruçeşme Mah.,3. Kat,7 Yaşında,1 + 1,60 m²,16.500
04-09-2024,Daire,Klimalı Asansörlü Balkonlu Kiralık 1+1 Eşyalı Daire,İzmir / Buca / Kuruçeşme Mah.,2. Kat,6 Yaşında,1 + 1,45 m²,16.000
18-09-2024,Villa,Kaynaklar'Da Kiralık 3+1 Sıfır Villa,İzmir / Buca / Kaynaklar Merkez Mah.,Bahçe Katı,Sıfır Bina,3 + 1,200 m²,40.000
23-08-2024,Daire,Şirinyer Forbes Cd. 3+1 130 M2 Doğalgazlı Kiralık Arakat Daire,İzmir / Buca / Vali Rahmi Bey Mah.,3. Kat,25 Yaşında,3 + 1,130 m²,22.000
02-10-2024,Daire,Marka'Dan Merkezi Konumda D.Gazlı Balkonlu Kiralık Daire,İzmir / Buca / Atatürk Mah.,2. Kat,4 Yaşında,1 + 1,55 m²,15.000
12-09-2024,Daire,Safir'Den Atatürk Mah. Eşyalı Doğalgazlı Kiralık 1+1 Daire,İzmir / Buca / Atatürk Mah.,2. Kat,4 Yaşında,1 + 1,55 m²,15.000
07-09-2024,Daire,Güneş'Ten 3+1 140m2 D.Gazlı Eşyalı Merkezi Konum'Da Kiralık,İzmir / Buca / Akıncılar Mah.,En Üst Kat,30 Yaşında,3 + 1,140 m²,26.500
15-09-2024,Daire,Marka'Dan Merkezi Konumda Eşyalı Klimalı 1+1 Kiralık Daire,İzmir / Buca / Kuruçeşme Mah.,2. Kat,4 Yaşında,1 + 1,55 m²,15.000
20-07-2024,Daire,Kampüs Karşısında 2+1 Eşyalı Daire,İzmir / Buca / Adatepe Mah.,2. Kat,5 Yaşında,2 + 1,120 m²,25.000
01-10-2024,Daire,Buca Çamlıpınar Mahallesinde Siteiçi 2+1 Geniş Daire,İzmir / Buca / Çamlıpınar Mah.,3. Kat,5 Yaşında,2 + 1,105 m²,25.000
03-09-2024,Daire,Üniversite Yakını Ara Kat Asansörlü Full Eşyalı 1+1,İzmir / Buca / Yaylacık Mah.,Ara Kat,1 Yaşında,1 + 1,55 m²,16.000
07-09-2024,Daire,Güneş Emlak'Tan Çevik Bir Meydan Yakını 110 M2 3+1 Eşyalı/Eşyasız Kiralık Daire,İzmir / Buca / Yenigün Mah.,Giriş Katı,20 Yaşında,3 + 1,110 m²,20.000
12-09-2024,Daire,Safir'Den Kampüs Karşısı Ara Kat Doğalgazlı Balkonlu 2+1 Daire,İzmir / Buca / Kuruçeşme Mah.,2. Kat,4 Yaşında,2 + 1,65 m²,20.000
18-09-2024,Daire,Marka'Dan 1+1 Klimalı Eşyalı Kiralık Daire,İzmir / Buca / Atatürk Mah.,Giriş Katı,5 Yaşında,1 + 1,50 m²,13.000
23-08-2024,Daire,Şirinyer Menderes Caddesi Üzeri 2+1 120 M2 Eşyalı Kiralık Arakat Daire,İzmir / Buca / Güven Mah.,2. Kat,30 Yaşında,2 + 1,120 m²,22.000
07-09-2024,Daire,Şirinyer Vergi Dairesi Yanı 2+1 Eşyalı Dgazlı 90m2 Kiralık Daire,İzmir / Buca / Barış Mah.,3. Kat,35 Yaşında,2 + 1,90 m²,22.500
04-09-2024,Daire,Marka'Dan Merkezi Konumda Klimalı Balkonlu 1+1 Kiralık Daire,İzmir / Buca / Kuruçeşme Mah.,1. Kat,4 Yaşında,1 + 1,45 m²,14.000
03-10-2024,Daire,Dokuz Eylül Tınaztepe Kampüsüne Yakın Eşyalı Kiralık 1+1 Daire,İzmir / Buca / Adatepe Mah.,Ara Kat,6 Yaşında,1 + 1,62 m²,13.000
30-08-2024,Daire,Buca Günlük Kiralık Ev - 1+1 2+1 Lüks Apart Daireler,İzmir / Buca / Adatepe Mah.,Ara Kat,2 Yaşında,2 + 2,60 m²,200
03-08-2024,Villa,Buca Kaynaklarda Ruhsatlı Sıfır Dublex,İzmir / Buca / Kaynaklar Merkez Mah.,1. Kat,Sıfır Bina,3 + 1,150 m²,38.000
04-09-2024,Daire,Marka'Dan Anacadde Kampüs Hasanağa Yakını 2+0 Full Eşyalı Daire,İzmir / Buca / Atatürk Mah.,2. Kat,5 Yaşında,2 + 0,75 m²,18.000
29-08-2024,Daire,Yenigün Mahallesi 4+1 Teraslı Kiralık Daire,İzmir / Buca / Yenigün Mah.,4. Kat,16 Yaşında,4 + 1,150 m²,20.000
26-08-2024,Daire,Yaylacık Mah. 2+1 85 M2 Arakat Full Eşyalı Kiralık Daire...,İzmir / Buca / Yaylacık Mah.,2. Kat,9 Yaşında,2 + 1,85 m²,18.500
09-09-2024,Daire,Marka'Dan Hasanağa Bahçesi Yakını Eşyalı Klimalı Kiralık Daire,İzmir / Buca / Atatürk Mah.,Kot 1,5 Yaşında,2 + 1,95 m²,15.000
30-07-2024,Daire,Buca Adatepde 2+0 Geniş Kiralık Daire,İzmir / Buca / Adatepe Mah.,4. Kat,8 Yaşında,2 + 1,75 m²,16.500
31-07-2024,Daire,Adatepe Sıfır Doğalgazlı Balkonlu Kiralık Dublex 2+1,İzmir / Buca / Adatepe Mah.,2. Kat,Sıfır Bina,2 + 1,110 m²,18.000
04-09-2024,Daire,Marka'Dan Kampüs Karşısında 2+1 D.Gazlı Balkonlu Kiralık Daire,İzmir / Buca / Kuruçeşme Mah.,2. Kat,4 Yaşında,2 + 1,75 m²,18.500
05-08-2024,Daire,Şirinyer Merkeze Yakın 2 Oda 1 Salon Arakat Daire,İzmir / Buca / Güven Mah.,Ara Kat,5 Yaşında,2 + 1,90 m²,22.500
05-09-2024,Villa,Marka'Dan Anacadde Kampüs Hasanağa Yakını 2+0 Full Eşyalı Daire,İzmir / Buca / Atatürk Mah.,,9 Yaşında,2 + 1,75 m²,18.000
12-09-2024,Daire,Safir'Den Adatepe Mahallesinde Eşyasız 3+1 Daire,İzmir / Buca / Adatepe Mah.,2. Kat,5 Yaşında,3 + 1,115 m²,21.500
25-09-2024,Daire,Goldia Yapı Gayrimenkulden Sıfır Eşyalı Daire,İzmir / Buca / Atatürk Mah.,2. Kat,Sıfır Bina,1 + 1,65 m²,16.000
23-08-2024,Daire,Marka'Dan Tınaztepe Hastane Karşısı Eşyalı Klimalı Kiralık Daire,İzmir / Buca / Kuruçeşme Mah.,Yüksek Giriş,4 Yaşında,1 + 1,55 m²,12.500
12-09-2024,Daire,Safir'Den 2+1 Kapalı Mutfak Eşyalı Kiralık Daire,İzmir / Buca / Kuruçeşme Mah.,3. Kat,4 Yaşında,2 + 1,90 m²,22.000
09-09-2024,Daire,Marka'Dan Anacadde Kampüs Yakını Kapalı Mutfak 2+1 Kiralık Daire,İzmir / Buca / Atatürk Mah.,3. Kat,5 Yaşında,2 + 1,115 m²,22.000
04-10-2024,Daire,"Buca//Şirinyer'De Cadde,Üzeri//Asansörlü//200m2/Dublex3+1/Daire",İzmir / Buca / Hürriyet Mah.,3. Kat,15 Yaşında,3 + 1,200 m²,30.000
12-09-2024,Daire,Safir'Den Atatürk Mh. Doğalgazlı Eşyalı 1+1 Kiralık Daire,İzmir / Buca / Atatürk Mah.,1. Kat,4 Yaşında,1 + 1,55 m²,16.000
09-09-2024,Daire,Marka'Dan 2+0 Eşyalı Anacadde&Kampüs Yakını Klimalı Daire,İzmir / Buca / Adatepe Mah.,4. Kat,4 Yaşında,2 + 0,70 m²,18.000
12-09-2024,Daire,Safir'Den Kuruçeşme Mahallesinde Eşyalı 1+1 Kiralık Daire,İzmir / Buca / Kuruçeşme Mah.,1. Kat,4 Yaşında,1 + 1,55 m²,15.000
04-09-2024,Daire,Marka'Dan Hasanağa Yakını 3+1 Full Eşyalı Doğal Gazlı Klimalı Da,İzmir / Buca / Adatepe Mah.,6. Kat,5 Yaşında,3 + 1,125 m²,32.000
20-08-2024,Daire,Ref'Den Ünüversite Yakını Kiralık Eşyalı Daire,İzmir / Buca / Kuruçeşme Mah.,2. Kat,4 Yaşında,1 + 1,55 m²,14.500
17-09-2024,Daire,Sahibinden İibf Yakınında 5 Dk Yürüme Mesafesinde,İzmir / Buca / Adatepe Mah.,2. Kat,1 Yaşında,1 + 1,55 m²,14.000
17-08-2024,Daire,Marka'Dan Şirinyer İzbana 1 Dk Mesafede 3+1 Arakat Kiralık Daire,İzmir / Buca / İnkılap Mah.,2. Kat,26 Yaşında,3 + 1,130 m²,23.000
21-07-2024,Daire,Efsane Konum Fırsat 1+1,İzmir / Buca / Atatürk Mah.,Ara Kat,7 Yaşında,1 + 1,60 m²,13.000
04-09-2024,Daire,Marka'Dan H.Ağa Bahçesi Yakını 3+1 Arakat Kiralık Daire,İzmir / Buca / Atatürk Mah.,2. Kat,5 Yaşında,3 + 1,130 m²,21.000
08-08-2024,Daire,Nirvana Gayrimenkul'Den Site İçi 3+1 Doğalgazlı Yıldız Pazaryeri Yanı Kiralık Daire,İzmir / Buca / Yıldız Mah.,Ara Kat,20 Yaşında,3 + 1,120 m²,20.000
04-09-2024,Daire,Marka'Dan Anacadde Kampüs Yakını Klimalı 1+1 Kiralık Daire,İzmir / Buca / Atatürk Mah.,1. Kat,4 Yaşında,1 + 1,50 m²,15.000
09-09-2024,Daire,Güneş Gayrimenkul'Den Atatürk Mh. 1+1 Doğalgazlı Kiralık Daire,İzmir / Buca / Atatürk Mah.,5. Kat,Sıfır Bina,1 + 1,60 m²,15.000
11-09-2024,Daire,Kampüs Karşısı Kiralık 1+1 60m²,İzmir / Buca / Kuruçeşme Mah.,2. Kat,6 Yaşında,1 + 1,65 m²,16.000
09-09-2024,Daire,Marka'Dan Anacadde Kampüs Yakını 1+1 Eşyalı Klimalı Daire,İzmir / Buca / Adatepe Mah.,Giriş Katı,5 Yaşında,1 + 1,55 m²,13.000
05-08-2024,Daire,Ref’Den Kuruçeşmede Mükemmel Konumda D.Gazlı Kiralık Eşyalı 1+1,İzmir / Buca / Kuruçeşme Mah.,2. Kat,4 Yaşında,1 + 1,55 m²,15.000
08-08-2024,Daire,"Buca Güven Mahallesinde.//Migros Karşısında//Izbana-Forbest,Parka 5dk Mes.90m2//2+1 Memura Daire",İzmir / Buca / Güven Mah.,4. Kat,25 Yaşında,2 + 1,92 m²,16.000
23-08-2024,Daire,Marka'Dan H.Ağa Bahçesi Ve İbf Yakını 2+1 Eşyalı Kiralık Daire,İzmir / Buca / Yaylacık Mah.,3. Kat,2 Yaşında,2 + 1,70 m²,18.000
15-09-2024,Daire,İzmir Buca İnönü Mahallesin De Merkezi Konum Da Kiralık 3+1 Daire,İzmir / Buca / İnönü Mah.,2. Kat,15 Yaşında,3 + 1,140 m²,18.000
10-09-2024,Daire,Güneş Gayrimenkul'Den Atatürk Mh. 2+1 Doğalgazlı Kiralık Daire,İzmir / Buca / Atatürk Mah.,3. Kat,Sıfır Bina,2 + 1,65 m²,18.000
05-08-2024,Daire,Tınaztepe Hastanesi Yanı Kiralık Geniş 1+1 Daire,İzmir / Buca / Kuruçeşme Mah.,En Üst Kat,6 Yaşında,1 + 1,60 m²,13.000
04-09-2024,Daire,Marka'Dan Anacadde Kampüs Yakını 1+1 Klimalı Daire,İzmir / Buca / Atatürk Mah.,2. Kat,4 Yaşında,1 + 1,55 m²,16.000
09-09-2024,Daire,Marka'Dan Hasanağa Yakını 1 + 1 Klimalı Bahçeli Daire,İzmir / Buca / Atatürk Mah.,Bahçe Katı,5 Yaşında,1 + 1,55 m²,9.500
14-07-2024,Daire,Safir'Den Kiralık Balkonlu Doğalgazlı 2+1 Daire,İzmir / Buca / Kuruçeşme Mah.,2. Kat,5 Yaşında,2 + 1,70 m²,20.000
09-09-2024,Daire,Marka'Dan Anacadde&Kampüs Yakını Doğal Gazlı Kiralık Daire,İzmir / Buca / Adatepe Mah.,Kot 1,4 Yaşında,1 + 1,55 m²,12.500
07-09-2024,Daire,Gneş'Ten 2+1 80m2 Arakat D.Gazlı Kiralık Merkezi Konum,İzmir / Buca / Yiğitler Mah.,Ara Kat,4 Yaşında,2 + 1,80 m²,19.500
04-09-2024,Daire,Marka'Dan Anacadde&Kampüs Yakını 1+1 Eşyalı Klimalı Kiralık Dair,İzmir / Buca / Yıldız Mah.,3. Kat,4 Yaşında,1 + 1,55 m²,13.000
07-09-2024,Daire,Şirinyer Forbes Yakını 1+1 Doğalgazlı Kiralık Daire,İzmir / Buca / Efeler Mah.,3. Kat,10 Yaşında,1 + 1,40 m²,14.500
12-09-2024,Daire,Safir'Den Mc Donalds /Starbucks Arkası 3+1 Full Eşyalı Daire,İzmir / Buca / Kuruçeşme Mah.,3. Kat,Sıfır Bina,3 + 1,90 m²,25.000
05-09-2024,Daire,Marka'Dan Anacadde Kampüs Yakını Full Eşyalı Klimalı 1+1,İzmir / Buca / Atatürk Mah.,2. Kat,4 Yaşında,1 + 1,55 m²,15.000
07-09-2024,Daire,Buca Çevikbir Meydan Yanı 3+1 Dubleks Teraslı Doğalgazlı Kiralık,İzmir / Buca / Vali Rahmi Bey Mah.,3. Kat,14 Yaşında,3 + 1,150 m²,27.000
12-09-2024,Daire,Safir'Den Kampüs Karşısı Eşyalı Bahçeli 2+1 Kiralık Daire,İzmir / Buca / Kuruçeşme Mah.,Giriş Katı,5 Yaşında,2 + 1,65 m²,18.000
04-09-2024,Daire,Marka'Dan Anacadde İbf Tınaztepe Kamp. Yakını Fulleşyalı 1+1,İzmir / Buca / Adatepe Mah.,2. Kat,4 Yaşında,1 + 1,55 m²,13.500
13-09-2024,Daire,Safir'Den Atatürk Mahallesinde Klimalı Eşyalı 1+1 Daire,İzmir / Buca / Atatürk Mah.,5. Kat,4 Yaşında,1 + 1,55 m²,15.000
08-10-2024,Daire,Şirinyer Hürriyet Mahallesinde 1+1 Eşyalı Kiralık,İzmir / Buca / Hürriyet Mah.,Zemin,12 Yaşında,1 + 1,45 m²,10.000
04-09-2024,Daire,Marka'Dan Kampüs Yakını 1+1 Eşyalı Balkonlu Kiralık Daire,İzmir / Buca / Adatepe Mah.,Giriş Katı,5 Yaşında,1 + 1,55 m²,15.000
04-09-2024,Daire,Marka'Dan Merkezi Konumda Klimalı D.Gazlı 1+1 Kiralık Daire,İzmir / Buca / Yıldız Mah.,2. Kat,4 Yaşında,1 + 1,55 m²,16.500
04-09-2024,Daire,Marka'Dan Anacadde&Kampüs Yakını Eşyalı D.Gazlı Kiralık Daire,İzmir / Buca / Atatürk Mah.,2. Kat,4 Yaşında,2 + 1,75 m²,19.500
02-10-2024,Daire,Marka'Dan Merkezi Konumda D.Gazlı Eşyalı Balkonlu Daire,İzmir / Buca / Kuruçeşme Mah.,2. Kat,4 Yaşında,1 + 1,55 m²,15.000
04-09-2024,Daire,Markadan Anacadde Kampüs Yakını Eşyalı Klimalı 1+1 Kiralık Daire,İzmir / Buca / Yıldız Mah.,Yüksek Giriş,4 Yaşında,1 + 1,50 m²,13.000
15-07-2024,Daire,Ref’Den Doğuş Cad’De D.Gazlı Eşyalı Sıfır Eşyalı Kiralık 1+1,İzmir / Buca / Kuruçeşme Mah.,Yüksek Giriş,4 Yaşında,1 + 1,50 m²,14.000
12-08-2024,Daire,Ref’Den Kampüs Yakını Site İçerisi Kiralık Daire,İzmir / Buca / Kuruçeşme Mah.,2. Kat,Sıfır Bina,1 + 1,50 m²,13.000
04-09-2024,Daire,Marka'Dan 2+1 Eşyalı D.Gazlı Merkezi Konumda Kiralık Daire,İzmir / Buca / Kuruçeşme Mah.,6. Kat,4 Yaşında,2 + 1,80 m²,21.000
04-09-2024,Daire,Marka'Dan Anacadde&Kampüs Yakını 2+1 D.Gazlı Kiralık Daire,İzmir / Buca / Atatürk Mah.,Yüksek Giriş,4 Yaşında,2 + 1,75 m²,18.000
15-08-2024,Daire,Marka Gayrimenkulden 2+1 Eşyalı&Klimalı Hasan Ağa Bahçesi Yakını Kiralık Daire,İzmir / Buca / Yaylacık Mah.,Yüksek Giriş,6 Yaşında,2 + 1,70 m²,17.000
04-09-2024,Daire,Marka'Dan Şirinyer İzban Yakını 3+1 Eşyalı&D.Gazlı Kiralık Daire,İzmir / Buca / Barış Mah.,2. Kat,21 Yaşında,3 + 1,140 m²,25.000
04-09-2024,Daire,Marka'Dan Merkezi Konumda 1+1 Klimalı Eşyalı Kiralık Daire,İzmir / Buca / Yıldız Mah.,3. Kat,4 Yaşında,1 + 1,55 m²,13.000
16-08-2024,Daire,Safir 'Den Doğalgazlı Klimalı Kampüs Karşısi 1+1 Daire,İzmir / Buca / Kuruçeşme Mah.,2. Kat,5 Yaşında,1 + 1,60 m²,16.000
